Collection,FloorEthPrice,MaxEthPrice,MinEthPrice,Sales,TimeStamp,VolumeInEth,Prediction_Start,SMA,RSI,buy_signal,sell_signal,action
pudgypenguins,2.15,2.49,2.15,18,1650067200,40.74,False,2.091335005,50.48645638594409,1,0,-1
pudgypenguins,2.15,2.15,2.15,6,1650153600,12.9,False,2.156335005,50.48645638594409,0,0,0
pudgypenguins,2.2,2.22,2.2,12,1650326400,26.520000000000003,False,2.2320850049999996,53.288723366297766,0,0,0
pudgypenguins,1.901,2.3,1.901,24,1650412800,51.54600000000001,False,2.177135005,37.44671027748097,0,1,1
pudgypenguins,2.3,2.9,2.3,48,1650499200,124.62,False,2.236135005,58.183274276307216,1,0,-1
pudgypenguins,2.05,2.69,2.05,36,1650585600,85.446,False,2.263635005,46.1905707724422,0,1,1
pudgypenguins,1.85,1.96,1.85,30,1650672000,57.120000000000005,False,2.2486500049999996,38.296846488564725,0,1,1
pudgypenguins,1.8134,2.07,1.8134,24,1650758400,46.8204,False,2.2178200049999997,36.85606317309939,0,1,1
pudgypenguins,1.75,2.0,1.75,30,1650844800,57.12,False,2.1658200049999996,34.079857647835574,0,1,1
pudgypenguins,1.959,2.08,1.959,54,1650931200,108.59399999999998,False,2.103770005,49.694311790977395,0,1,1
pudgypenguins,1.75,2.75,1.75,66,1651017600,136.19400000000002,False,2.065670005,38.34181575388764,0,1,1
pudgypenguins,2.07,2.39,2.07,24,1651104000,51.6,False,2.056670005,57.098944549561445,1,0,-1
pudgypenguins,1.701,1.9,1.701,18,1651190400,32.934,False,1.991720005,39.693602945999785,0,1,1
pudgypenguins,1.7,1.88,1.7,12,1651276800,21.479999999999997,False,1.976720005,39.65265704694102,0,1,1
pudgypenguins,1.9,8.9,1.9,18,1651363200,76.19999999999999,False,1.9717200049999999,52.02483993907323,0,0,0
pudgypenguins,6.5,6.5,6.5,6,1651536000,39.0,False,2.21297,93.04124472835062,1,0,-1
pudgypenguins,1.652,1.652,1.652,6,1651622400,9.912,False,2.19857,43.75724635149575,0,1,1
pudgypenguins,1.62,1.62,1.62,6,1651708800,9.720000000000002,False,2.17082,43.566838938234994,0,1,1
pudgypenguins,1.8,1.8,1.8,6,1651795200,10.8,False,2.14582,45.242214907404275,0,1,1
pudgypenguins,1.5,2.29,1.5,24,1651881600,41.46,False,2.1158200000000003,42.60699094632604,0,1,1
pudgypenguins,1.32,1.325,1.32,12,1652054400,15.87,False,2.07432,40.82360126612088,0,1,1
pudgypenguins,2.0,2.0,2.0,6,1652140800,12.0,False,2.0668200000000003,50.58985370350047,0,0,0
pudgypenguins,1.2101,1.511,1.2101,54,1652227200,69.52199999999999,False,2.017325,40.81023861533898,0,1,1
pudgypenguins,1.0,1.2101,1.0,30,1652313600,34.020599999999995,False,1.9722749999999998,38.34568222823063,0,1,1
pudgypenguins,1.16,1.699,1.16,24,1652486400,35.742000000000004,False,1.9152749999999998,41.69735656569743,0,1,1
pudgypenguins,1.261,1.261,1.261,6,1652572800,7.566,False,1.875825,44.09540117163683,0,1,1
pudgypenguins,1.69,1.69,1.69,6,1652832000,10.14,False,1.8678249999999998,54.115669316199245,0,0,0
pudgypenguins,1.25,1.6,1.25,24,1652918400,34.980000000000004,False,1.8396549999999998,44.00387687879868,0,1,1
pudgypenguins,1.0,3.0,1.0,42,1653004800,58.5816,False,1.8021549999999997,38.84832925281291,0,1,1
pudgypenguins,1.1551,1.1551,1.1551,6,1653177600,6.9306,False,1.7619599999999995,43.94170320525865,0,1,1
pudgypenguins,1.1501,1.2,1.1501,12,1653264000,14.1006,False,1.7319649999999995,43.794713423769856,0,1,1
pudgypenguins,1.1,1.1,1.1,12,1653436800,13.2,False,1.6834649999999995,42.03361069499476,0,1,1
pudgypenguins,1.05,1.05,1.05,6,1653523200,6.3,False,1.6509149999999995,40.02570072370166,0,1,1
pudgypenguins,0.931,0.932,0.931,12,1653955200,11.178,False,1.6124649999999996,35.04529996578001,0,1,1
pudgypenguins,0.91,0.91,0.91,6,1654387200,5.46,False,1.5629649999999997,34.10908041936924,0,1,1
pudgypenguins,0.868,0.868,0.868,6,1654473600,5.208,False,1.2813649999999996,31.97367432344412,0,1,1
pudgypenguins,0.999,0.999,0.999,6,1654560000,5.994,False,1.2487149999999994,45.32022906284479,0,1,1
pudgypenguins,1.945,1.945,1.945,6,1654732800,11.67,False,1.2649649999999995,80.2672344746898,1,0,-1
pudgypenguins,0.86,0.86,0.86,6,1654992000,5.16,False,1.2179649999999993,41.88683727057557,0,1,1
pudgypenguins,0.9369,0.9369,0.9369,6,1655078400,5.6213999999999995,False,1.1898099999999994,44.24858587407721,0,1,1
pudgypenguins,1.5,1.5,1.5,6,1655164800,9.0,False,1.1988099999999995,59.36448852589182,1,0,-1
pudgypenguins,0.95,2.2,0.95,54,1655251200,71.43,False,1.1463099999999993,44.60046418454829,0,1,1
pudgypenguins,0.89,2.0,0.89,48,1655337600,53.303999999999995,False,1.1303049999999994,43.13750692578976,0,1,1
pudgypenguins,0.95,1.5,0.95,84,1655424000,90.378,False,1.1278049999999993,45.377139185880075,0,1,1
pudgypenguins,0.975,2.5,0.975,36,1655510400,49.21420248015873,False,1.1185549999999993,46.47514611127193,0,1,1
pudgypenguins,0.971,4.69,0.971,48,1655596800,81.37994753215919,False,1.1040549999999993,46.289049316042636,0,1,1
pudgypenguins,0.97,1.59,0.97,78,1655683200,89.19000000000001,False,1.0680549999999993,46.23119932286433,0,1,1
pudgypenguins,1.199,1.35,1.199,36,1655769600,44.496,False,1.0655049999999995,60.39838157724223,1,0,-1
pudgypenguins,1.29,3.78,1.29,54,1655856000,89.22000000000001,False,1.0800049999999994,64.98155146126939,1,0,-1
pudgypenguins,1.35,1.99,1.35,36,1655942400,56.82,False,1.0897499999999993,68.03087586665897,1,0,-1
pudgypenguins,1.273,1.75,1.273,54,1656028800,77.59799999999998,False,1.0958949999999994,59.6925923756461,1,0,-1
pudgypenguins,1.38,1.39,1.38,12,1656115200,16.619999999999997,False,1.1098949999999994,66.76771354999569,1,0,-1
pudgypenguins,1.29,3.55,1.29,42,1656201600,77.5399938,False,1.1218949999999992,56.36539165270944,1,0,-1
pudgypenguins,1.229,1.55,1.229,66,1656288000,93.174,False,1.1367949999999991,49.792920041916496,0,0,0
pudgypenguins,1.35,2.89,1.35,48,1656374400,76.77000000000001,False,1.1587949999999991,61.05328709416078,1,0,-1
pudgypenguins,1.212,1.445,1.212,24,1656460800,32.622,False,1.1759949999999992,46.26174836746162,0,0,0
pudgypenguins,1.155,3.59,1.155,36,1656633600,71.25,False,1.1837949999999995,41.118396292478316,0,1,1
pudgypenguins,1.201,1.5,1.201,24,1656720000,33.546,False,1.1465949999999994,47.0562795832601,0,0,0
pudgypenguins,1.17,1.75,1.17,24,1656806400,33.72,False,1.1620949999999994,43.37182193711532,0,0,0
pudgypenguins,1.175,1.79,1.175,66,1656892800,90.694464,False,1.1739999999999993,44.25186644376711,0,0,0
pudgypenguins,1.2,1.389,1.2,30,1656979200,38.028,False,1.1589999999999994,49.18728992659279,0,0,0
pudgypenguins,1.065,1.4,1.065,96,1657065600,114.498,False,1.1647499999999993,30.788575994821187,0,1,1
pudgypenguins,1.24,1.936,1.24,84,1657152000,125.646,False,1.1822499999999994,56.90732302584453,1,0,-1
pudgypenguins,1.27,3.99,1.2421921755,276,1657238400,469.123706106,False,1.1982499999999994,60.13135437373318,1,0,-1
pudgypenguins,1.5,2.268,1.35,132,1657324800,251.55,False,1.2244999999999993,76.77990360352356,1,0,-1
pudgypenguins,1.448,2.279,1.277,144,1657411200,280.25399999999996,False,1.2483499999999992,68.67531302509198,1,0,-1
pudgypenguins,1.39,2.371,1.389,216,1657497600,397.3200000000001,False,1.2693499999999993,59.865003028914835,1,0,-1
pudgypenguins,1.648,2.614,1.45,174,1657584000,373.308,False,1.2917999999999992,76.57489884926638,1,0,-1
pudgypenguins,1.591,4.0,1.45,372,1657670400,776.6544,False,1.3068499999999994,68.6783794060636,1,0,-1
pudgypenguins,1.65,3.187,1.6427,408,1657756800,902.96879988,False,1.321849999999999,72.36550535690202,1,0,-1
pudgypenguins,2.22,5.0,1.851,888,1657843200,2503.6683366728403,False,1.369199999999999,88.58831976090845,1,0,-1
pudgypenguins,2.334403268164575,5.0,2.0,390,1657929600,1162.959516364154,False,1.416920163408228,90.05328681062515,1,0,-1
pudgypenguins,1.952,3.602,1.8558,306,1658016000,777.1178400000001,False,1.4500201634082281,58.613994627565816,1,0,-1
