Collection,FloorEthPrice,MaxEthPrice,MinEthPrice,Sales,TimeStamp,VolumeInEth,Prediction_Start,SMA,RSI,buy_signal,sell_signal,action
azuki,11.13,14.5,11.0,114,1645315200,1427.3118666,False,10.770199999999999,42.03182786116246,0,0,0
azuki,11.65,17.0,11.65,54,1645401600,707.28,False,10.8777,48.561556201829234,0,0,0
azuki,10.33,13.999,10.33,24,1645488000,285.402,False,10.7942,35.77473628681842,0,1,1
azuki,10.0,11.55,10.0,48,1645574400,501.3612,False,10.7582,33.05482443408956,0,1,1
azuki,7.778998,13.0,7.778998,66,1645660800,635.0939880000001,False,10.6721499,20.16002706202252,0,1,1
azuki,9.3,13.0,9.01,126,1645747200,1333.4399999999998,False,10.687149900000001,40.14732481386579,0,1,1
azuki,10.9,10.9,10.9,6,1645833600,65.4,False,10.782149900000002,54.97023795322745,1,0,-1
azuki,10.304,12.6,10.304,18,1645920000,200.424,False,10.853349900000001,49.28673210670351,0,1,1
azuki,9.511,10.25,9.511,24,1646006400,234.786,False,10.819199900000003,42.0549866106764,0,1,1
azuki,9.7,11.0,9.7,12,1646092800,124.2,False,10.793199900000001,44.48185747251021,0,1,1
azuki,11.0,11.0,11.0,6,1646179200,66.0,False,10.893199900000003,59.18081388593704,1,0,-1
azuki,8.12,10.0,8.12,48,1646265600,416.586,False,10.774199900000003,34.145794056915314,0,1,1
azuki,8.0,10.75,8.0,48,1646352000,458.94,False,10.704199900000003,33.40969163821839,0,1,1
azuki,10.5,10.5,10.5,6,1646438400,63.0,False,10.729199900000001,57.35208662075654,0,0,0
azuki,10.2,11.8,10.2,24,1646524800,260.34,False,10.684199900000001,54.417246887550405,0,0,0
azuki,8.76,11.37,8.76,12,1646611200,120.78,False,10.472199900000001,41.634149118299455,0,1,1
azuki,9.39,10.0,9.39,12,1646784000,116.34,False,10.291699900000001,48.27858361719555,0,1,1
azuki,8.6,8.6,8.6,6,1646870400,51.6,False,10.0016999,40.96816466656893,0,1,1
azuki,9.0,9.0,9.0,6,1646956800,54.0,False,9.8261999,46.13079713316354,0,1,1
azuki,9.0,9.0,9.0,6,1647043200,54.0,False,9.6586999,46.130797133163526,0,1,1
