Collection,FloorEthPrice,MaxEthPrice,MinEthPrice,Sales,TimeStamp,VolumeInEth,Prediction_Start
valhalla,0.86,2.49,0.85,558,1678233600,532.5185400000007,False
valhalla,0.83,2.25,0.1,480,1678320000,433.11642000000126,False
valhalla,0.815,0.99,0.81,210,1678406400,177.67980000000028,False
valhalla,0.730955,2.15,0.72865,342,1678492800,305.48766000000035,False
valhalla,0.79,7.35,0.79,234,1678579200,257.3886000000002,False
valhalla,0.85,2.1053,0.85,198,1678665600,183.5765999999999,False
valhalla,0.81,7.5,0.81,384,1678752000,386.5704000000002,False
valhalla,0.8,1.5,0.8,192,1678838400,166.41659999999996,False
valhalla,0.78,1.8501,0.78,204,1678924800,197.4246599999999,False
valhalla,0.79,1.1,0.79,150,1679011200,124.8011999999999,False
valhalla,0.75,4.05,0.73208,306,1679097600,279.6112800000003,False
valhalla,0.75,5.797,0.75,234,1679184000,225.90185994000015,False
valhalla,0.71,1.6,0.7,630,1679270400,487.3830000000004,False
valhalla,0.65,6.0,0.078,558,1679356800,443.75112,False
valhalla,0.67,1.6,0.64983,336,1679443200,264.8599199999997,False
valhalla,0.66,1.749,0.65,378,1679529600,274.12266000000005,False
valhalla,0.645,2.5,0.61371,330,1679616000,236.86494000000033,False
valhalla,0.6505500000000001,0.8211,0.61,234,1679702400,160.8371999999999,False
valhalla,0.66,1.35,0.66,240,1679788800,177.8855400000002,False
valhalla,0.66,0.814,0.66,300,1679875200,205.72559999999984,False
valhalla,0.63012,5.369,0.62,534,1679961600,402.8040599400021,False
valhalla,0.61,1.2661,0.6,336,1680048000,216.46226400000063,False
valhalla,0.61,1.85,0.61,210,1680134400,156.1019994,False
valhalla,0.59,1.9,0.59,798,1680220800,512.6489999999998,False
valhalla,0.58,4.0,0.58,234,1680307200,172.58214000000024,False
valhalla,0.58,6.99,0.58,270,1680393600,232.9716000000004,False
valhalla,0.001,1.27,0.001,390,1680480000,231.7227599999996,False
valhalla,0.58,1.25,0.0001,438,1680566400,289.57178412000053,False
valhalla,0.5493,4.1,0.52001,234,1680652800,177.1014600000004,False
valhalla,0.54,1.25,0.54,180,1680739200,113.89944240000004,False
valhalla,0.52,1.35,0.52,540,1680825600,314.2249800000001,False
valhalla,0.55113,8.0,0.54167113,312,1680912000,249.54453678,False
valhalla,0.58,0.695,0.57,372,1680998400,224.3278350000004,False
valhalla,0.6,4.99,0.6,144,1681084800,150.72992999999994,False
valhalla,0.4933525323867798,3.29,0.59,324,1681171200,235.9682399999998,True
valhalla,0.48556068539619446,1.95,0.62,198,1681257600,145.29654000000016,False
valhalla,0.47834718227386475,0.9,0.57608551,288,1681344000,185.15031305999963,False
valhalla,0.4731314778327942,4.4,0.54175121,318,1681430400,253.6533072599999,False
valhalla,0.46531277894973755,1.3,0.53751,186,1681516800,121.22465999999989,False
valhalla,0.4534118175506592,0.9,0.57,270,1681603200,175.3080600000001,False
valhalla,0.4370228350162506,4.0,0.59911,150,1681689600,158.15537999999995,False
valhalla,0.42288410663604736,1.0,0.55085,156,1681776000,100.87169999999992,False
valhalla,0.4140359163284302,0.95,0.5249,120,1681862400,71.17499999999994,False
valhalla,0.4096551835536957,3.999,0.49,300,1681948800,185.846334,False
valhalla,0.4106948673725128,0.6238,0.46,84,1682899200,44.091,False
valhalla,0.40854185819625854,1.1,0.47,96,1682985600,54.48818064000001,False
valhalla,0.4115726351737976,0.539,0.45,78,1683072000,38.5608,False
valhalla,0.4196128845214844,1.0,0.414,276,1683158400,133.72979399999988,False
valhalla,0.42530620098114014,0.69,0.4,78,1683244800,36.52308,False
valhalla,0.43203800916671753,0.638,0.37,84,1683331200,36.14999999999998,False
valhalla,0.43622317910194397,0.79,0.39,96,1683417600,42.83999399999999,False
valhalla,0.4399462342262268,1.0,0.36,438,1683504000,199.6741415999998,False
valhalla,0.45217442512512207,1.5,0.4,156,1683590400,79.04924351999988,False
valhalla,0.4754151701927185,0.85,0.37,138,1683676800,61.070999999999955,False
valhalla,0.4975113868713379,1.0,0.36,234,1683763200,111.86243399999992,False
valhalla,0.5014490485191345,3.0,0.4,414,1683849600,222.68375159999997,False
valhalla,0.4978141784667969,0.53,0.39551,42,1683936000,18.889842000000005,False
valhalla,0.5051847100257874,1.4682,0.42001,54,1684022400,45.08826,False
valhalla,0.5125339031219482,0.94,0.4217,30,1684108800,16.609491807,False
valhalla,0.5133861899375916,0.57,0.415,30,1684195200,13.8414,False
valhalla,0.5113021731376648,0.60001,0.4399,30,1684281600,15.581459399999996,False
valhalla,0.5153037905693054,3.99,0.49069,150,1684368000,119.52339198000011,False
