Collection,FloorEthPrice,MaxEthPrice,MinEthPrice,Sales,TimeStamp,VolumeInEth,Prediction_Start
meebits,3.55,50.0,3.55,132,1641772800,807.72,False
meebits,3.99,1160.0,0.1801,3804,1641859200,239743.91936255997,False
meebits,4.0,15000.0,3.7,2622,1641945600,490888.38959999994,False
meebits,4.065,14730.0,3.6,2394,1642032000,553338.4326540001,False
meebits,10.6,13862.5,3.9,1704,1642118400,575656.0476,False
meebits,25.0,14600.0,3.65,1554,1642204800,567749.5878288,False
meebits,6.0,14659.999999999998,2.8,996,1642291200,660655.828452,False
meebits,3.8,14905.0,3.5,1512,1642377600,512232.4005277799,False
meebits,4.0,15200.0,3.63,1626,1642464000,813138.3857562002,False
meebits,5.39,5500.0,3.3,2016,1642550400,766895.5102223927,False
meebits,3.771500000000001,4000.0,3.45,822,1642636800,475621.348365,False
meebits,29.4,10300.000000000002,3.47,1092,1642723200,541658.1008442,False
meebits,13.9,11515.0,3.35,1044,1642809600,457301.5493417999,False
meebits,78.0521,11570.0,47.052,840,1642896000,634641.6386741998,False
meebits,30.0,4138.0,3.62,1248,1642982400,435303.705738,False
meebits,4.955000000000002,4301.0,3.5,1068,1643068800,612032.5559628,False
meebits,4.1,3656.0,3.7,1092,1643155200,597758.6026152001,False
meebits,4.05,3734.0,3.65,1050,1643241600,445143.8098662,False
meebits,5.05,11888.0,3.8,666,1643328000,377857.5433314001,False
meebits,3.9,12430.0,3.77,900,1643414400,542719.220478,False
meebits,3.65,6472.0,3.55,768,1643500800,500881.0607298001,False
meebits,3.98,6097.999999999999,3.42,1104,1643587200,620784.2262,False
meebits,60.07500000000018,5617.0,3.77,594,1643673600,465950.2030686,False
meebits,3.61012,6575.0,3.455,534,1643760000,454194.24063000013,False
meebits,3.699,6535.0,3.42,852,1643846400,687972.0691284002,False
meebits,11.0,6806.000000000001,3.36,564,1643932800,567852.7406730001,False
meebits,8.0,7209.999999999999,3.1,420,1644019200,430622.4772524002,False
meebits,5.0,7160.0,3.2,636,1644105600,433775.5203527999,False
meebits,3.82,6980.0,3.25,366,1644192000,270924.36224160006,False
meebits,10.78,6150.000000000001,3.22,330,1644278400,280188.391518,False
meebits,102.02766197,11910.0,3.49,474,1644364800,272167.13666688,False
meebits,61.4225148755,11920.0,3.7,474,1644451200,210630.90582678,False
meebits,3.087,4900.0,3.07,228,1644537600,105603.35467620003,False
meebits,145.8544916,800.0,3.01,270,1644624000,79815.64387979999,False
meebits,131.9419844,2180.0,126.7170818,288,1644710400,85261.29593639998,False
meebits,2.86,3000.0,2.76,324,1644796800,100129.04379839996,False
meebits,162.1742375,2180.0,20.0,204,1644883200,67483.09246320001,False
meebits,190.4276967,4929.999999999999,3.7,252,1644969600,110429.3040168,False
meebits,206.85700000000003,1000.0,206.78,108,1645056000,31189.3005288,False
meebits,275.1546,5000.0,275.1546,42,1645142400,65859.90359999999,False
meebits,4.4,2210.0,3.1,150,1645228800,87478.2664758,False
meebits,2.56,6100.0,2.55,198,1645315200,90152.60800199998,False
meebits,168.7842572,3000.0,165.4085721,198,1645401600,73185.6298158,False
meebits,2.79,5569.999999999999,2.55,168,1645488000,89697.67525859998,False
meebits,225.9663872,5776.0,225.9663872,96,1645574400,75376.7821698,False
meebits,150.99060509999998,282.45,2.52,198,1645660800,40358.8821036,False
meebits,219.3911016,279.58,219.3911016,78,1645833600,19373.016123,False
meebits,2.5,284.21,2.5,78,1645920000,18370.6979844,False
meebits,247.5112708,285.11,247.5112708,48,1646006400,12764.686389600003,False
meebits,4.865100000000001,286.25,2.302,120,1646092800,26224.065462600007,False
meebits,282.289,2200.0,282.289,24,1646179200,29558.034,False
meebits,3.19,2200.0,2.35,156,1646265600,65992.89193740003,False
meebits,2.6,1900.0,2.55,192,1646352000,59612.35334459999,False
meebits,2.789,1900.0,2.75,216,1646438400,51550.19852040001,False
meebits,3.29,1800.0,3.13,192,1646524800,51567.32428320001,False
meebits,170.52089999999998,300.0,2.817,126,1646611200,25567.741623600003,False
meebits,3.0,250.8,3.0,90,1646697600,16265.412543,False
meebits,3.3,296.87,3.19,246,1646784000,37839.4765242,False
meebits,3.5475,303.43,3.056,240,1646870400,36438.69451380001,False
meebits,4.0,308.84,3.9,648,1646956800,5372.677841999997,False
meebits,5.5,309.51,5.02,282,1647043200,37961.3755044,False
meebits,4.62,242.8776732,4.62,54,1647129600,10901.6189484,False
meebits,4.7,312.87,4.65,240,1647216000,46822.0806132,False
meebits,4.11,324.2,4.1,192,1647302400,33927.2596938,False
meebits,4.23,5.4,4.23,60,1647388800,282.02400000000006,False
meebits,6.0,327.14,4.98,132,1647475200,31386.3477912,False
meebits,4.4,301.5,4.4,72,1647561600,7270.139928,False
meebits,5.399,333.97,5.25,312,1647648000,37041.6082536,False
meebits,5.7,1000.0,5.401,186,1647734400,46741.809940800005,False
meebits,5.223,282.55,5.001,174,1647820800,27362.724606600008,False
meebits,5.85,337.22,5.26,156,1647907200,30492.994998,False
meebits,5.4,348.71,5.3,150,1647993600,33571.671480000005,False
meebits,5.64,323.2,5.64,54,1648080000,7704.0632064,False
meebits,5.7,354.64,5.45,168,1648166400,35653.172668800005,False
meebits,5.85,360.37,5.8,162,1648252800,36208.2345642,False
meebits,5.55145,364.3,5.551,102,1648339200,23700.083262599997,False
meebits,5.2195,356.58,5.21,120,1648425600,30262.5434172,False
meebits,5.242,374.07,5.21,102,1648512000,29404.3523868,False
meebits,4.9625,380.52,4.95,102,1648598400,29904.8055186,False
meebits,5.15,190.0,4.915,198,1648684800,24784.147971,False
meebits,4.822,133.14,4.821,162,1648771200,15952.131501779995,False
meebits,5.1,386.88,5.0,168,1648857600,44724.87102359999,False
meebits,4.75,312.88,4.355,210,1648944000,36554.624493,False
meebits,4.9,253.76,4.5009,150,1649030400,23424.382933199995,False
meebits,4.5701,298.04,4.552,150,1649116800,30707.7755976,False
meebits,5.0,195.04,4.8999,258,1649203200,35357.431918199996,False
meebits,4.2019,254.14,4.2,156,1649289600,23461.272905399997,False
meebits,4.1201,286.77,4.1201,84,1649376000,13006.467004200002,False
meebits,183.59324859000003,310.52,179.9673083,240,1649462400,54981.9668958,False
meebits,4.112085,300.0,4.0109,108,1649548800,24908.0705466,False
meebits,3.725,211.49,3.725,72,1649635200,9564.1885062,False
meebits,4.15,255.64,4.15,84,1649721600,14131.9522938,False
meebits,4.45,339.18,4.4,156,1649808000,32978.94197400001,False
meebits,4.5,320.48,4.25,186,1649894400,45926.98145099999,False
meebits,4.25,312.55,4.11,162,1649980800,26906.3943276,False
meebits,4.25,328.67,3.89,180,1650067200,30448.6686834,False
meebits,4.26,328.67,4.25,462,1650153600,38532.4966686,False
meebits,4.79,330.41,4.36,444,1650240000,46581.094055999994,False
meebits,5.6,332.64,5.2,504,1650326400,48886.56034799999,False
meebits,6.0,359.3,5.602,714,1650412800,49814.36762880001,False
meebits,6.1,288.87,5.611,432,1650499200,26948.614894800005,False
meebits,5.6215,285.81,5.421,240,1650585600,35253.83820599999,False
meebits,5.6,217.95,5.48,186,1650672000,10856.128236,False
meebits,6.25,285.49,5.73,330,1650758400,19190.2980486,False
meebits,5.55645,233.12,5.45,234,1650844800,19370.227958400003,False
meebits,5.14,199.29,4.98,498,1650931200,15760.198238400004,False
meebits,6.69,175.49,6.5,396,1651017600,25565.6565948,False
meebits,6.35,135.73,6.35,108,1651104000,6207.0017746799995,False
meebits,5.769,136.14,5.75,132,1651190400,6627.3906318,False
meebits,6.15,100.0,6.15,204,1651276800,4623.51657408,False
meebits,6.751,8.15,6.51,198,1651363200,1457.9328000000005,False
meebits,6.5,200.0,6.302,180,1651449600,8540.0388,False
meebits,6.32,30.72,6.301,336,1651536000,6671.1966,False
meebits,6.33,200.0,6.3121,150,1651622400,8281.626600000001,False
meebits,6.31,150.0,6.1,126,1651708800,4307.1546,False
meebits,5.87,150.0,5.581,132,1651795200,6090.756,False
meebits,5.4011,150.0,5.4011,66,1651881600,3859.8906000000006,False
meebits,4.502515,150.0,4.5,102,1651968000,3112.7728152816003,False
meebits,4.3,7.25,4.0912891692,150,1652054400,731.3843213460001,False
meebits,4.4303,128.0,4.43,150,1652140800,5048.4258,False
meebits,4.2,132.8,4.0,174,1652227200,6524.4680267796,False
meebits,3.65,120.0,3.6,180,1652313600,9507.444452999998,False
meebits,4.75,150.0,4.3003,306,1652400000,28977.7758,False
meebits,10.0,170.0,4.6,246,1652486400,25833.6,False
meebits,12.0,125.0,4.4,384,1652572800,14811.9,False
meebits,4.450050000000001,125.0,4.441,222,1652659200,16010.952,False
meebits,4.77,89.0,4.75,216,1652745600,14770.62,False
meebits,4.4,79.0,4.4,90,1652832000,4397.905200000001,False
meebits,4.2003,75.0,4.2,180,1652918400,7618.969799999999,False
meebits,4.67,75.0,4.3,150,1653004800,9496.02,False
meebits,65.0,76.0,4.0111,132,1653091200,9138.0666,False
meebits,69.0,77.0,4.3,288,1653177600,20851.8,False
meebits,13.13,142.0,12.98,306,1653264000,23525.520000000004,False
meebits,13.635,143.0,5.4,270,1653350400,23537.016000000007,False
meebits,126.0,143.0,5.3,162,1653436800,20894.34,False
meebits,4.55,147.0,4.2,168,1653523200,21058.5,False
meebits,4.0601,147.0,4.06,174,1653609600,21141.7206,False
meebits,3.801,147.0,3.801,204,1653696000,21805.5033,False
meebits,4.069,145.0,4.0,168,1653782400,21282.414,False
meebits,3.8201,149.0,3.82,216,1653868800,24151.4106,False
meebits,135.0,150.0,101.0,132,1653955200,18468.0,False
meebits,4.25,147.0,3.8812,192,1654041600,21830.64125958,False
meebits,29.15,129.0,22.0,234,1654128000,22998.0,False
meebits,27.0,138.0,27.0,240,1654214400,23730.0,False
meebits,10.79544857600001,147.0,4.3,342,1654300800,27462.02625384001,False
meebits,44.83871359,145.0,3.6,294,1654387200,29493.990089280003,False
meebits,4.0,137.0,4.0,42,1654473600,4866.0,False
meebits,4.3,132.0,4.3,66,1654560000,7753.8,False
meebits,3.7609,124.0,3.7609,96,1654646400,8376.75349662,False
meebits,4.5,119.0,3.7608,204,1654732800,21103.5648,False
meebits,3.367987,124.0,3.367987,48,1654819200,3703.607922,False
meebits,14.3,122.0,3.4,318,1654905600,25375.8,False
meebits,3.749,125.0,3.5,198,1654992000,21529.494,False
meebits,2.6975,125.0,2.65,120,1655078400,10198.32,False
meebits,3.02,124.0,0.002,222,1655164800,22142.58,False
meebits,3.068465,122.0,2.66,408,1655251200,26203.86563353234,False
meebits,3.2,113.0,3.1,408,1655337600,25815.7713815382,False
meebits,3.3,123.0,3.2,348,1655424000,29035.72067118,False
meebits,3.23,123.0,3.11,450,1655510400,35200.62709125601,False
meebits,3.514,153.0,0.05,588,1655596800,36491.04776543999,False
meebits,4.65,143.0,3.722,576,1655683200,35930.865743106006,False
meebits,4.7654321,172.0,4.6,288,1655769600,30880.3525926,False
meebits,4.45,173.0,4.251,402,1655856000,40217.18818284,False
meebits,4.01,175.0,4.0,330,1655942400,33489.843408479996,False
meebits,4.445,175.0,4.17,402,1656028800,44068.24240788,False
meebits,4.45,179.0,4.25,270,1656115200,35584.748999999996,False
meebits,4.444,181.0,4.2,384,1656201600,37652.78608374,False
meebits,4.6,183.0,4.6,138,1656288000,17154.6,False
meebits,5.0,181.0,4.8,300,1656374400,41928.64128984,False
meebits,4.8854999999999995,182.0,4.5555,240,1656460800,25348.695204599997,False
meebits,4.48695,180.0,4.332600000000001,348,1656547200,37271.08607106,False
meebits,5.1,184.0,5.0,294,1656633600,37339.97985948,False
meebits,4.78,182.0,4.44,300,1656720000,39622.60290996,False
meebits,4.6,184.0,4.211,324,1656806400,36708.5241528,False
meebits,4.291,184.0,4.21,258,1656892800,33848.748981731405,False
meebits,4.56,172.0,3.666,372,1656979200,34898.848832820004,False
meebits,4.2,174.0,4.11,408,1657065600,40970.3173194,False
meebits,4.081,195.0,4.0,294,1657152000,34915.24811100001,False
meebits,5.71,185.0,4.103,162,1657238400,21660.9905796,False
meebits,4.29,170.0,0.01,282,1657324800,18077.32909374,False
meebits,4.8,158.0,4.48,420,1657411200,14339.965273365082,False
meebits,5.3,177.0,5.2,888,1657497600,42446.76051346201,False
meebits,5.5703,167.0,5.5503,420,1657584000,30832.762701360003,False
meebits,5.17,188.0,5.006,300,1657670400,39886.02803321999,False
meebits,5.1,195.0,5.075,240,1657756800,25696.178635439996,False
meebits,5.3,177.0,4.5,438,1657843200,41213.96345316,False
meebits,5.48,199.0,4.9561,378,1657929600,42679.15956504,False
meebits,5.1,185.0,5.0,408,1658016000,42580.27268093999,False
meebits,5.0585,186.0,4.6601,354,1658102400,35992.3512,False
meebits,4.606,157.0,4.551,192,1658188800,9676.67390142,False
meebits,4.5015,153.0,0.6979296612458465,240,1658275200,8577.758206236425,False
meebits,4.42,149.0,4.41,258,1658361600,17527.634219159998,False
meebits,4.42,137.0,4.31,198,1658448000,10444.75990836,False
meebits,3.8,144.0,0.002,312,1658534400,26089.098296999997,False
meebits,4.2446,127.0,4.2158,378,1658620800,28484.533461059997,False
meebits,4.44,126.0,4.439,318,1658707200,19479.8401032,False
meebits,5.4,133.0,4.3044,378,1658793600,32289.007692599997,False
meebits,4.5,141.0,4.2,324,1658880000,30339.419999999995,False
meebits,4.1071,121.0,3.9495362116048662,804,1658966400,32834.45858491885,False
meebits,4.7477,116.0,4.3512,636,1659052800,33825.35251976034,False
meebits,5.442500000000001,107.0,4.8,474,1659139200,30711.916446707764,False
meebits,5.3,130.0,4.98,384,1659225600,30800.700000000004,False
meebits,4.75,138.4,4.5,420,1659312000,31305.246,False
meebits,5.5,147.123,4.8,390,1659398400,30340.345799999996,False
meebits,4.99,135.855,4.75,486,1659484800,31155.739200000007,False
meebits,4.94,124.2431,4.49,456,1659571200,30360.554999999997,False
meebits,4.75504999,137.4567,4.15,408,1659657600,31053.44009994,False
meebits,4.729,133.4055,4.5,474,1659744000,32276.8974,False
meebits,5.776960267857143,139.0554,4.51,396,1659830400,31309.97076160715,False
meebits,5.29,139.4242,4.97,420,1659916800,31561.440635218256,False
meebits,4.8986,138.8233,4.4441,450,1660003200,31650.9072,False
meebits,4.255,136.7891,4.0556,654,1660089600,32504.73569999401,False
meebits,5.15,138.3111,4.067995,888,1660176000,33856.241369999996,False
meebits,5.34,136.4111,3.6002990503879997,930,1660262400,31148.351994302328,False
meebits,4.33333,135.555,3.6,678,1660348800,26932.56018,False
meebits,4.0699621338966026,135.6789,3.99,432,1660435200,26825.958445999073,False
meebits,3.6301,136.7543,3.5297,510,1660521600,28527.65951934,False
meebits,3.6301,114.5678,3.5,390,1660608000,2673.288,False
meebits,3.41,6.1,3.12,420,1660694400,1915.4100000000003,False
meebits,3.368995,5.0,0.003,468,1660780800,1854.183594056742,False
meebits,2.94,4.1,2.825,426,1660867200,1576.1640000000002,False
meebits,3.1,4.9,2.8002990850360003,414,1660953600,1515.2297945102162,False
meebits,3.3,5.89,3.08,372,1661040000,1357.9680000000003,False
meebits,3.1,5.0,3.03,456,1661126400,1737.0251998800002,False
meebits,3.2202,5.4,3.000299062007,216,1661212800,869.618994372042,False
meebits,3.25,5.0873,3.25,36,1661299200,137.74980000000002,False
meebits,3.17,8.5,3.17,60,1661385600,266.5491007182,False
meebits,3.208,5.9,3.208,84,1661472000,319.188,False
meebits,3.000299054556,4.4,3.000299054556,66,1661558400,237.50879432733603,False
meebits,3.609,4.98,3.609,36,1661644800,139.074,False
meebits,3.16,3.95,3.16,36,1661731200,128.76,False
meebits,3.1514233976317247,4.69,3.1514233976317247,66,1661817600,244.90910032579035,False
meebits,3.0,3.5,3.0,78,1661904000,267.65999999999997,False
meebits,2.810299014217,3.8,2.810299014217,18,1661990400,60.661794085302,False
meebits,3.15,4.3,3.15,78,1662076800,286.4494893175448,False
meebits,3.057379334902159,6.6,3.057379334902159,72,1662163200,285.6035174094129,False
meebits,3.3334047619047613,6.5,3.3334047619047613,42,1662249600,167.78222857142856,False
meebits,3.2379047619047614,3.85,3.2379047619047614,48,1662336000,173.66342857142857,False
meebits,3.277,7.1,3.277,36,1662422400,156.40200000000002,False
meebits,3.12811,4.45,3.12811,36,1662508800,135.63666,False
meebits,3.091,7.2751499,3.091,78,1662595200,300.99689939999996,False
meebits,2.98,8.989,2.98,42,1662681600,194.7684285714286,False
meebits,3.55,4.4,3.55,24,1662768000,94.2,False
meebits,3.48,7.25,3.48,18,1662854400,86.5452,False
meebits,3.0,4.1,3.0,66,1662940800,230.6088285714286,False
meebits,2.912,4.0,2.912,36,1663027200,119.43785714285713,False
